id,text,pos
176,"""however there is not much tension and williams mild mannered portrayal doesnt do much to makes us relate to his obsession with the boy.collete fares much better as the woman whose true nature and intentions are not very clear.""","[('``', '``'), ('however', 'RB'), ('there', 'EX'), ('is', 'VBZ'), ('not', 'RB'), ('much', 'JJ'), ('tension', 'NN'), ('and', 'CC'), ('williams', 'NNS'), ('mild', 'VBP'), ('mannered', 'VBN'), ('portrayal', 'NN'), ('doesnt', 'NN'), ('do', 'VBP'), ('much', 'RB'), ('to', 'TO'), ('makes', 'VBZ'), ('us', 'PRP'), ('relate', 'VB'), ('to', 'TO'), ('his', 'PRP$'), ('obsession', 'NN'), ('with', 'IN'), ('the', 'DT'), ('boy.collete', 'JJ'), ('fares', 'NNS'), ('much', 'RB'), ('better', 'RBR'), ('as', 'IN'), ('the', 'DT'), ('woman', 'NN'), ('whose', 'WP$'), ('true', 'JJ'), ('nature', 'NN'), ('and', 'CC'), ('intentions', 'NNS'), ('are', 'VBP'), ('not', 'RB'), ('very', 'RB'), ('clear', 'JJ'), ('.', '.'), (""''"", ""''"")]"
177,"""the production felt rushed and holes are apparent.""","[('``', '``'), ('the', 'DT'), ('production', 'NN'), ('felt', 'VBD'), ('rushed', 'VBN'), ('and', 'CC'), ('holes', 'NNS'), ('are', 'VBP'), ('apparent', 'JJ'), ('.', '.'), (""''"", ""''"")]"
178,"""it certainly feels like a preview for a much more complete and better effort.""","[('``', '``'), ('it', 'PRP'), ('certainly', 'RB'), ('feels', 'VBZ'), ('like', 'IN'), ('a', 'DT'), ('preview', 'NN'), ('for', 'IN'), ('a', 'DT'), ('much', 'RB'), ('more', 'JJR'), ('complete', 'JJ'), ('and', 'CC'), ('better', 'JJR'), ('effort', 'NN'), ('.', '.'), (""''"", ""''"")]"
179,"""the book is probably better.one thing is certain taupin must have written something truly good to have inspired at least one commendable effort.""","[('``', '``'), ('the', 'DT'), ('book', 'NN'), ('is', 'VBZ'), ('probably', 'RB'), ('better.one', 'JJ'), ('thing', 'NN'), ('is', 'VBZ'), ('certain', 'JJ'), ('taupin', 'NN'), ('must', 'MD'), ('have', 'VB'), ('written', 'VBN'), ('something', 'NN'), ('truly', 'RB'), ('good', 'JJ'), ('to', 'TO'), ('have', 'VB'), ('inspired', 'VBN'), ('at', 'IN'), ('least', 'JJS'), ('one', 'CD'), ('commendable', 'JJ'), ('effort', 'NN'), ('.', '.'), (""''"", ""''"")]"
180,"""i absolutely loved this film!""","[('``', '``'), ('i', 'NN'), ('absolutely', 'RB'), ('loved', 'VBD'), ('this', 'DT'), ('film', 'NN'), ('!', '.'), (""''"", ""''"")]"
181,"""i do not at all relate to all the other comments i have read about it.""","[('``', '``'), ('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('at', 'IN'), ('all', 'DT'), ('relate', 'NN'), ('to', 'TO'), ('all', 'PDT'), ('the', 'DT'), ('other', 'JJ'), ('comments', 'NNS'), ('i', 'NNS'), ('have', 'VBP'), ('read', 'VBN'), ('about', 'IN'), ('it', 'PRP'), ('.', '.'), (""''"", ""''"")]"
182,"""i was completely enthralled through every second!""","[('``', '``'), ('i', 'NN'), ('was', 'VBD'), ('completely', 'RB'), ('enthralled', 'VBN'), ('through', 'IN'), ('every', 'DT'), ('second', 'JJ'), ('!', '.'), (""''"", ""''"")]"
183,"""i found the story gripping the acting intense and the direction spot on.""","[('``', '``'), ('i', 'NN'), ('found', 'VBD'), ('the', 'DT'), ('story', 'NN'), ('gripping', 'VBG'), ('the', 'DT'), ('acting', 'VBG'), ('intense', 'NN'), ('and', 'CC'), ('the', 'DT'), ('direction', 'NN'), ('spot', 'NN'), ('on', 'IN'), ('.', '.'), (""''"", ""''"")]"
184,"""i would literally jump every time the phone would ring close to the end of the movie.""","[('``', '``'), ('i', 'NN'), ('would', 'MD'), ('literally', 'RB'), ('jump', 'VB'), ('every', 'DT'), ('time', 'NN'), ('the', 'DT'), ('phone', 'NN'), ('would', 'MD'), ('ring', 'VB'), ('close', 'RB'), ('to', 'TO'), ('the', 'DT'), ('end', 'NN'), ('of', 'IN'), ('the', 'DT'), ('movie', 'NN'), ('.', '.'), (""''"", ""''"")]"
185,"""even though there was nothing scary about the story itself i was soundly on edge through the whole movie   and for the rest of my evening.""","[('``', '``'), ('even', 'RB'), ('though', 'IN'), ('there', 'EX'), ('was', 'VBD'), ('nothing', 'NN'), ('scary', 'JJ'), ('about', 'IN'), ('the', 'DT'), ('story', 'NN'), ('itself', 'PRP'), ('i', 'NN'), ('was', 'VBD'), ('soundly', 'RB'), ('on', 'IN'), ('edge', 'NN'), ('through', 'IN'), ('the', 'DT'), ('whole', 'JJ'), ('movie', 'NN'), ('and', 'CC'), ('for', 'IN'), ('the', 'DT'), ('rest', 'NN'), ('of', 'IN'), ('my', 'PRP$'), ('evening', 'NN'), ('.', '.'), (""''"", ""''"")]"
186,"""i found that there were so many perfect choices made...the casting the script the little bits of humor sprinkled in it.""","[('``', '``'), ('i', 'NN'), ('found', 'VBD'), ('that', 'IN'), ('there', 'EX'), ('were', 'VBD'), ('so', 'RB'), ('many', 'JJ'), ('perfect', 'JJ'), ('choices', 'NNS'), ('made', 'VBD'), ('...', ':'), ('the', 'DT'), ('casting', 'VBG'), ('the', 'DT'), ('script', 'NN'), ('the', 'DT'), ('little', 'JJ'), ('bits', 'NNS'), ('of', 'IN'), ('humor', 'NN'), ('sprinkled', 'VBN'), ('in', 'IN'), ('it', 'PRP'), ('.', '.'), (""''"", ""''"")]"
187,"""there were so many points where the film couldve gone for the cheap thrill but it never did and that for me put this movie above so many of the mediocre thrillers that have come out lately...and for the last number of years.""","[('``', '``'), ('there', 'EX'), ('were', 'VBD'), ('so', 'RB'), ('many', 'JJ'), ('points', 'NNS'), ('where', 'WRB'), ('the', 'DT'), ('film', 'NN'), ('couldve', 'NN'), ('gone', 'VBN'), ('for', 'IN'), ('the', 'DT'), ('cheap', 'JJ'), ('thrill', 'NN'), ('but', 'CC'), ('it', 'PRP'), ('never', 'RB'), ('did', 'VBD'), ('and', 'CC'), ('that', 'IN'), ('for', 'IN'), ('me', 'PRP'), ('put', 'VB'), ('this', 'DT'), ('movie', 'NN'), ('above', 'IN'), ('so', 'RB'), ('many', 'JJ'), ('of', 'IN'), ('the', 'DT'), ('mediocre', 'NN'), ('thrillers', 'NNS'), ('that', 'WDT'), ('have', 'VBP'), ('come', 'VBN'), ('out', 'RP'), ('lately', 'RB'), ('...', ':'), ('and', 'CC'), ('for', 'IN'), ('the', 'DT'), ('last', 'JJ'), ('number', 'NN'), ('of', 'IN'), ('years', 'NNS'), ('.', '.'), (""''"", ""''"")]"
188,"""this night listener is better than people are generally saying.""","[('``', '``'), ('this', 'DT'), ('night', 'NN'), ('listener', 'NN'), ('is', 'VBZ'), ('better', 'RBR'), ('than', 'IN'), ('people', 'NNS'), ('are', 'VBP'), ('generally', 'RB'), ('saying', 'VBG'), ('.', '.'), (""''"", ""''"")]"
189,"""it has weaknesses and it seems to be having a genre identity crisis no doubt but i think its creepy atmosphere and intriguing performances make up for this.""","[('``', '``'), ('it', 'PRP'), ('has', 'VBZ'), ('weaknesses', 'NNS'), ('and', 'CC'), ('it', 'PRP'), ('seems', 'VBZ'), ('to', 'TO'), ('be', 'VB'), ('having', 'VBG'), ('a', 'DT'), ('genre', 'NN'), ('identity', 'NN'), ('crisis', 'NN'), ('no', 'DT'), ('doubt', 'NN'), ('but', 'CC'), ('i', 'JJ'), ('think', 'VBP'), ('its', 'PRP$'), ('creepy', 'NN'), ('atmosphere', 'NN'), ('and', 'CC'), ('intriguing', 'JJ'), ('performances', 'NNS'), ('make', 'VBP'), ('up', 'RP'), ('for', 'IN'), ('this', 'DT'), ('.', '.'), (""''"", ""''"")]"
190,"""the whole thing feels like one of those fireside this happened to a friend of a friend of mine ghost stories.""","[('``', '``'), ('the', 'DT'), ('whole', 'JJ'), ('thing', 'NN'), ('feels', 'NNS'), ('like', 'IN'), ('one', 'CD'), ('of', 'IN'), ('those', 'DT'), ('fireside', 'IN'), ('this', 'DT'), ('happened', 'VBN'), ('to', 'TO'), ('a', 'DT'), ('friend', 'NN'), ('of', 'IN'), ('a', 'DT'), ('friend', 'NN'), ('of', 'IN'), ('mine', 'JJ'), ('ghost', 'NN'), ('stories', 'NNS'), ('.', '.'), (""''"", ""''"")]"
191,"""one big complaint about the movie is the pacing but the slow and sometimes awkward pacing is deliberate.""","[('``', '``'), ('one', 'CD'), ('big', 'JJ'), ('complaint', 'NN'), ('about', 'IN'), ('the', 'DT'), ('movie', 'NN'), ('is', 'VBZ'), ('the', 'DT'), ('pacing', 'NN'), ('but', 'CC'), ('the', 'DT'), ('slow', 'JJ'), ('and', 'CC'), ('sometimes', 'RB'), ('awkward', 'JJ'), ('pacing', 'NN'), ('is', 'VBZ'), ('deliberate', 'JJ'), ('.', '.'), (""''"", ""''"")]"
192,"""everything that unfolds in this movie is kept well within the realm of possibility and real life just sort of plods along???no?""","[('``', '``'), ('everything', 'NN'), ('that', 'WDT'), ('unfolds', 'VBZ'), ('in', 'IN'), ('this', 'DT'), ('movie', 'NN'), ('is', 'VBZ'), ('kept', 'VBN'), ('well', 'RB'), ('within', 'IN'), ('the', 'DT'), ('realm', 'NN'), ('of', 'IN'), ('possibility', 'NN'), ('and', 'CC'), ('real', 'JJ'), ('life', 'NN'), ('just', 'RB'), ('sort', 'NN'), ('of', 'IN'), ('plods', 'NNS'), ('along???no', 'NNS'), ('?', '.'), (""''"", ""''"")]"
193,"""so there are no flashy endings or earth shattering revelations no showdown scenes.""","[('``', '``'), ('so', 'RB'), ('there', 'EX'), ('are', 'VBP'), ('no', 'DT'), ('flashy', 'JJ'), ('endings', 'NNS'), ('or', 'CC'), ('earth', 'NN'), ('shattering', 'VBG'), ('revelations', 'NNS'), ('no', 'DT'), ('showdown', 'JJ'), ('scenes', 'NNS'), ('.', '.'), (""''"", ""''"")]"
194,"""thank heaven.""","[('``', '``'), ('thank', 'VB'), ('heaven', 'NN'), ('.', '.'), (""''"", ""''"")]"
195,"""you have to get into the zone when watching this movie forget your reservations and your expectations of what makes a conventionallygood movie.""","[('``', '``'), ('you', 'PRP'), ('have', 'VBP'), ('to', 'TO'), ('get', 'VB'), ('into', 'IN'), ('the', 'DT'), ('zone', 'NN'), ('when', 'WRB'), ('watching', 'VBG'), ('this', 'DT'), ('movie', 'NN'), ('forget', 'VB'), ('your', 'PRP$'), ('reservations', 'NNS'), ('and', 'CC'), ('your', 'PRP$'), ('expectations', 'NNS'), ('of', 'IN'), ('what', 'WP'), ('makes', 'VBZ'), ('a', 'DT'), ('conventionallygood', 'JJ'), ('movie', 'NN'), ('.', '.'), (""''"", ""''"")]"
196,"""williams isnt terrific but he easily meets the needs of the story plus his character is supposed to be somewhat generic no one as he is the everyman the avatar by which we ourselves enter the story.""","[('``', '``'), ('williams', 'NNS'), ('isnt', 'VBP'), ('terrific', 'NN'), ('but', 'CC'), ('he', 'PRP'), ('easily', 'RB'), ('meets', 'VBZ'), ('the', 'DT'), ('needs', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('story', 'NN'), ('plus', 'CC'), ('his', 'PRP$'), ('character', 'NN'), ('is', 'VBZ'), ('supposed', 'VBN'), ('to', 'TO'), ('be', 'VB'), ('somewhat', 'RB'), ('generic', 'JJ'), ('no', 'DT'), ('one', 'NN'), ('as', 'IN'), ('he', 'PRP'), ('is', 'VBZ'), ('the', 'DT'), ('everyman', 'NN'), ('the', 'DT'), ('avatar', 'NN'), ('by', 'IN'), ('which', 'WDT'), ('we', 'PRP'), ('ourselves', 'VBP'), ('enter', 'VBP'), ('the', 'DT'), ('story', 'NN'), ('.', '.'), (""''"", ""''"")]"
197,"""toni collettes performance should be nominated for an oscar even if she maybe shouldnt win it.""","[('``', '``'), ('toni', 'JJ'), ('collettes', 'NNS'), ('performance', 'NN'), ('should', 'MD'), ('be', 'VB'), ('nominated', 'VBN'), ('for', 'IN'), ('an', 'DT'), ('oscar', 'NN'), ('even', 'RB'), ('if', 'IN'), ('she', 'PRP'), ('maybe', 'RB'), ('shouldnt', 'VBP'), ('win', 'VB'), ('it', 'PRP'), ('.', '.'), (""''"", ""''"")]"
198,"""give it a shot.""","[('``', '``'), ('give', 'VB'), ('it', 'PRP'), ('a', 'DT'), ('shot', 'NN'), ('.', '.'), (""''"", ""''"")]"
199,"""for quality and content alone the night listener is surely in the top twenty percent of movies coming out these days.""","[('``', '``'), ('for', 'IN'), ('quality', 'NN'), ('and', 'CC'), ('content', 'NN'), ('alone', 'RB'), ('the', 'DT'), ('night', 'NN'), ('listener', 'NN'), ('is', 'VBZ'), ('surely', 'RB'), ('in', 'IN'), ('the', 'DT'), ('top', 'JJ'), ('twenty', 'NN'), ('percent', 'NN'), ('of', 'IN'), ('movies', 'NNS'), ('coming', 'VBG'), ('out', 'IN'), ('these', 'DT'), ('days', 'NNS'), ('.', '.'), (""''"", ""''"")]"
200,"""when it comes to movies i can be pretty picky and ill complain about anything and everything that is done wrong.""","[('``', '``'), ('when', 'WRB'), ('it', 'PRP'), ('comes', 'VBZ'), ('to', 'TO'), ('movies', 'NNS'), ('i', 'NNS'), ('can', 'MD'), ('be', 'VB'), ('pretty', 'JJ'), ('picky', 'JJ'), ('and', 'CC'), ('ill', 'JJ'), ('complain', 'NN'), ('about', 'IN'), ('anything', 'NN'), ('and', 'CC'), ('everything', 'NN'), ('that', 'WDT'), ('is', 'VBZ'), ('done', 'VBN'), ('wrong', 'JJ'), ('.', '.'), (""''"", ""''"")]"
201,"""while every movie has its flaws the night listener had an exceptionally low count.if you read the last review it was hard since half of it was written in caps and it contained no actual information about the movie you may have been led to believe that this movie was not too well done.""","[('``', '``'), ('while', 'IN'), ('every', 'DT'), ('movie', 'NN'), ('has', 'VBZ'), ('its', 'PRP$'), ('flaws', 'NNS'), ('the', 'DT'), ('night', 'NN'), ('listener', 'NN'), ('had', 'VBD'), ('an', 'DT'), ('exceptionally', 'RB'), ('low', 'JJ'), ('count.if', 'NN'), ('you', 'PRP'), ('read', 'VBP'), ('the', 'DT'), ('last', 'JJ'), ('review', 'NN'), ('it', 'PRP'), ('was', 'VBD'), ('hard', 'JJ'), ('since', 'IN'), ('half', 'NN'), ('of', 'IN'), ('it', 'PRP'), ('was', 'VBD'), ('written', 'VBN'), ('in', 'IN'), ('caps', 'NNS'), ('and', 'CC'), ('it', 'PRP'), ('contained', 'VBD'), ('no', 'DT'), ('actual', 'JJ'), ('information', 'NN'), ('about', 'IN'), ('the', 'DT'), ('movie', 'NN'), ('you', 'PRP'), ('may', 'MD'), ('have', 'VB'), ('been', 'VBN'), ('led', 'VBN'), ('to', 'TO'), ('believe', 'VB'), ('that', 'IN'), ('this', 'DT'), ('movie', 'NN'), ('was', 'VBD'), ('not', 'RB'), ('too', 'RB'), ('well', 'RB'), ('done', 'VBN'), ('.', '.'), (""''"", ""''"")]"
202,"""unfortunately if you read more than 3 lines into that same review you discovered the posters reason for disdain he she does not like the fact that the director is gay or that the production team smokes crack...apparently.so despite the fact that i have never written a review before i thought this movie deserved one based on its merits not the sexual orientation of its director.""","[('``', '``'), ('unfortunately', 'RB'), ('if', 'IN'), ('you', 'PRP'), ('read', 'VBP'), ('more', 'JJR'), ('than', 'IN'), ('3', 'CD'), ('lines', 'NNS'), ('into', 'IN'), ('that', 'DT'), ('same', 'JJ'), ('review', 'NN'), ('you', 'PRP'), ('discovered', 'VBD'), ('the', 'DT'), ('posters', 'NNS'), ('reason', 'NN'), ('for', 'IN'), ('disdain', 'NN'), ('he', 'PRP'), ('she', 'PRP'), ('does', 'VBZ'), ('not', 'RB'), ('like', 'IN'), ('the', 'DT'), ('fact', 'NN'), ('that', 'IN'), ('the', 'DT'), ('director', 'NN'), ('is', 'VBZ'), ('gay', 'JJ'), ('or', 'CC'), ('that', 'IN'), ('the', 'DT'), ('production', 'NN'), ('team', 'NN'), ('smokes', 'NNS'), ('crack', 'VBP'), ('...', ':'), ('apparently.so', 'RB'), ('despite', 'IN'), ('the', 'DT'), ('fact', 'NN'), ('that', 'IN'), ('i', 'NN'), ('have', 'VBP'), ('never', 'RB'), ('written', 'VBN'), ('a', 'DT'), ('review', 'NN'), ('before', 'IN'), ('i', 'JJ'), ('thought', 'VBD'), ('this', 'DT'), ('movie', 'NN'), ('deserved', 'VBD'), ('one', 'CD'), ('based', 'VBN'), ('on', 'IN'), ('its', 'PRP$'), ('merits', 'NNS'), ('not', 'RB'), ('the', 'DT'), ('sexual', 'JJ'), ('orientation', 'NN'), ('of', 'IN'), ('its', 'PRP$'), ('director', 'NN'), ('.', '.'), (""''"", ""''"")]"
203,"""lets go over a quick checklist first 1. great plot?""","[('``', '``'), ('lets', 'NNS'), ('go', 'VBP'), ('over', 'IN'), ('a', 'DT'), ('quick', 'JJ'), ('checklist', 'NN'), ('first', 'RB'), ('1.', 'CD'), ('great', 'JJ'), ('plot', 'NN'), ('?', '.'), (""''"", ""''"")]"
204,"""absolutely.""","[('``', '``'), ('absolutely', 'RB'), ('.', '.'), (""''"", ""''"")]"
205,"""i wont give a shred of it away but the plot is highly compelling and definitely not what one would expect based on the commercials.""","[('``', '``'), ('i', 'JJ'), ('wont', 'VBP'), ('give', 'VB'), ('a', 'DT'), ('shred', 'NN'), ('of', 'IN'), ('it', 'PRP'), ('away', 'RB'), ('but', 'CC'), ('the', 'DT'), ('plot', 'NN'), ('is', 'VBZ'), ('highly', 'RB'), ('compelling', 'JJ'), ('and', 'CC'), ('definitely', 'RB'), ('not', 'RB'), ('what', 'WP'), ('one', 'CD'), ('would', 'MD'), ('expect', 'VB'), ('based', 'VBN'), ('on', 'IN'), ('the', 'DT'), ('commercials', 'NNS'), ('.', '.'), (""''"", ""''"")]"
206,"""this is a thriller not a horror and it should be approached as such.""","[('``', '``'), ('this', 'DT'), ('is', 'VBZ'), ('a', 'DT'), ('thriller', 'NN'), ('not', 'RB'), ('a', 'DT'), ('horror', 'NN'), ('and', 'CC'), ('it', 'PRP'), ('should', 'MD'), ('be', 'VB'), ('approached', 'VBN'), ('as', 'IN'), ('such', 'JJ'), ('.', '.'), (""''"", ""''"")]"
207,"""the story really will amaze you even more so because its true and the plot did stay quite faithful to the actual events.2.""","[('``', '``'), ('the', 'DT'), ('story', 'NN'), ('really', 'RB'), ('will', 'MD'), ('amaze', 'VB'), ('you', 'PRP'), ('even', 'RB'), ('more', 'RBR'), ('so', 'RB'), ('because', 'IN'), ('its', 'PRP$'), ('true', 'JJ'), ('and', 'CC'), ('the', 'DT'), ('plot', 'NN'), ('did', 'VBD'), ('stay', 'VB'), ('quite', 'RB'), ('faithful', 'JJ'), ('to', 'TO'), ('the', 'DT'), ('actual', 'JJ'), ('events.2', 'NN'), ('.', '.'), (""''"", ""''"")]"
208,"""wonderful acting?""","[('``', '``'), ('wonderful', 'JJ'), ('acting', 'NN'), ('?', '.'), (""''"", ""''"")]"
209,"""oh yes.""","[('``', '``'), ('oh', 'JJ'), ('yes', 'UH'), ('.', '.'), (""''"", ""''"")]"
210,"""robin williams long ago broke free from the chains of the comedy type cast and he has since flourished in serious roles for which many people would have wrote him off just a decade ago.""","[('``', '``'), ('robin', 'JJ'), ('williams', 'NNS'), ('long', 'RB'), ('ago', 'RB'), ('broke', 'VBD'), ('free', 'JJ'), ('from', 'IN'), ('the', 'DT'), ('chains', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('comedy', 'NN'), ('type', 'NN'), ('cast', 'NN'), ('and', 'CC'), ('he', 'PRP'), ('has', 'VBZ'), ('since', 'IN'), ('flourished', 'VBN'), ('in', 'IN'), ('serious', 'JJ'), ('roles', 'NNS'), ('for', 'IN'), ('which', 'WDT'), ('many', 'JJ'), ('people', 'NNS'), ('would', 'MD'), ('have', 'VB'), ('wrote', 'VBD'), ('him', 'PRP'), ('off', 'RP'), ('just', 'RB'), ('a', 'DT'), ('decade', 'NN'), ('ago', 'RB'), ('.', '.'), (""''"", ""''"")]"
211,"""he once again achieves high form in his role in the night listener playing a radio host who becomes increasingly troubled by and entangled in a case of...well ill let you see for yourself.3.""","[('``', '``'), ('he', 'PRP'), ('once', 'RB'), ('again', 'RB'), ('achieves', 'NNS'), ('high', 'JJ'), ('form', 'NN'), ('in', 'IN'), ('his', 'PRP$'), ('role', 'NN'), ('in', 'IN'), ('the', 'DT'), ('night', 'NN'), ('listener', 'NN'), ('playing', 'VBG'), ('a', 'DT'), ('radio', 'NN'), ('host', 'NN'), ('who', 'WP'), ('becomes', 'VBZ'), ('increasingly', 'RB'), ('troubled', 'VBN'), ('by', 'IN'), ('and', 'CC'), ('entangled', 'VBN'), ('in', 'IN'), ('a', 'DT'), ('case', 'NN'), ('of', 'IN'), ('...', ':'), ('well', 'RB'), ('ill', 'VB'), ('let', 'VB'), ('you', 'PRP'), ('see', 'VB'), ('for', 'IN'), ('yourself.3', 'NN'), ('.', '.'), (""''"", ""''"")]"
212,"""excellent direction?""","[('``', '``'), ('excellent', 'JJ'), ('direction', 'NN'), ('?', '.'), (""''"", ""''"")]"
213,"""certainly.""","[('``', '``'), ('certainly', 'RB'), ('.', '.'), (""''"", ""''"")]"
214,"""now unlike the other poster to which i referred i actually know something about direction.""","[('``', '``'), ('now', 'RB'), ('unlike', 'IN'), ('the', 'DT'), ('other', 'JJ'), ('poster', 'NN'), ('to', 'TO'), ('which', 'WDT'), ('i', 'NN'), ('referred', 'VBD'), ('i', 'JJ'), ('actually', 'RB'), ('know', 'VBP'), ('something', 'NN'), ('about', 'IN'), ('direction', 'NN'), ('.', '.'), (""''"", ""''"")]"
215,"""ive been sutdying the art of direction at school now for 3 years.""","[('``', '``'), ('ive', 'JJ'), ('been', 'VBN'), ('sutdying', 'VBG'), ('the', 'DT'), ('art', 'NN'), ('of', 'IN'), ('direction', 'NN'), ('at', 'IN'), ('school', 'NN'), ('now', 'RB'), ('for', 'IN'), ('3', 'CD'), ('years', 'NNS'), ('.', '.'), (""''"", ""''"")]"
216,"""of course i really dont think that makes a lick of difference the only thing that matters is if you like the direction but i thought i should simply establish once again that im basing my opinions here on something both substantial and relevant...for example not the sexual orientation of the director or the alleged drug habits of the production team lol.patrick stettners direction was moody and dark and he allowed the angles and lighting to help create those so sought after feelings of tension and release rather than the messy fast paced camera work and quick cuts were so often subjected to today.""","[('``', '``'), ('of', 'IN'), ('course', 'NN'), ('i', 'NN'), ('really', 'RB'), ('dont', 'JJ'), ('think', 'VBP'), ('that', 'WDT'), ('makes', 'VBZ'), ('a', 'DT'), ('lick', 'NN'), ('of', 'IN'), ('difference', 'NN'), ('the', 'DT'), ('only', 'JJ'), ('thing', 'NN'), ('that', 'IN'), ('matters', 'NNS'), ('is', 'VBZ'), ('if', 'IN'), ('you', 'PRP'), ('like', 'VBP'), ('the', 'DT'), ('direction', 'NN'), ('but', 'CC'), ('i', 'JJ'), ('thought', 'VBD'), ('i', 'NN'), ('should', 'MD'), ('simply', 'RB'), ('establish', 'VB'), ('once', 'RB'), ('again', 'RB'), ('that', 'IN'), ('im', 'NN'), ('basing', 'VBG'), ('my', 'PRP$'), ('opinions', 'NNS'), ('here', 'RB'), ('on', 'IN'), ('something', 'NN'), ('both', 'DT'), ('substantial', 'JJ'), ('and', 'CC'), ('relevant', 'JJ'), ('...', ':'), ('for', 'IN'), ('example', 'NN'), ('not', 'RB'), ('the', 'DT'), ('sexual', 'JJ'), ('orientation', 'NN'), ('of', 'IN'), ('the', 'DT'), ('director', 'NN'), ('or', 'CC'), ('the', 'DT'), ('alleged', 'VBN'), ('drug', 'NN'), ('habits', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('production', 'NN'), ('team', 'NN'), ('lol.patrick', 'NN'), ('stettners', 'NNS'), ('direction', 'NN'), ('was', 'VBD'), ('moody', 'NN'), ('and', 'CC'), ('dark', 'NN'), ('and', 'CC'), ('he', 'PRP'), ('allowed', 'VBD'), ('the', 'DT'), ('angles', 'NNS'), ('and', 'CC'), ('lighting', 'VBG'), ('to', 'TO'), ('help', 'VB'), ('create', 'VB'), ('those', 'DT'), ('so', 'NNS'), ('sought', 'RB'), ('after', 'IN'), ('feelings', 'NNS'), ('of', 'IN'), ('tension', 'NN'), ('and', 'CC'), ('release', 'NN'), ('rather', 'RB'), ('than', 'IN'), ('the', 'DT'), ('messy', 'JJ'), ('fast', 'NN'), ('paced', 'VBD'), ('camera', 'NN'), ('work', 'NN'), ('and', 'CC'), ('quick', 'JJ'), ('cuts', 'NNS'), ('were', 'VBD'), ('so', 'RB'), ('often', 'RB'), ('subjected', 'VBN'), ('to', 'TO'), ('today', 'NN'), ('.', '.'), (""''"", ""''"")]"
